source_id,year,mem_type,mem_fee,paid_by,gender,postal_code,pc1,country,area,age,club,men_section,women_mixed_section,sectiontotal,school,player,coach,official,referee,umpire,ref_l1,ref_l2,ref_l3,ref_l4,ump_l2,ump_l3,ump_l4,ukcc_l1,ukcc_l2,pcs,scs,ish_1,ish_2,first_aid
IMP-8938898,2016,Adult,25,My Club Will Pay,AB106AL,AB10,Scotland,UK,31,Aberdeen City,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-9061334,2016,Adult,25,My Club Will Pay,Female,AB156YG,AB15,Scotland,UK,48,Aberdeen City,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-8958393,2016,Adult,25,I Will Pay,Female,AB158HA,AB15,Scotland,UK,37,Robert Gordon University,,1,1,,,1,,,,,,,,2014-2015,,,,,,,,,
IMP-9061604,2016,Adult,25,I Will Pay,Female,AB219PP,AB21,Scotland,UK,39,Aberdeen City,,1,1,,1,,,,,,,,,,,,,,2012-2013,,,,2015-2016
IMP-8916252,2016,Adult,25,I Will Pay,Female,AB228DW,AB22,Scotland,UK,53,Aberdeen City,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-9046030,2016,Adult,25,I Will Pay,Female,AB238DQ,AB23,Scotland,UK,21,Aberdeen City,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-8926021,2016,Adult,25,I Will Pay,Female,AB243PG,AB24,Scotland,UK,28,Aberdeen City,,1,1,The School of St Helen and St Katharine,1,,,,,,,,,,,,,,,,,,
IMP-8948745,2016,Adult,25,I Will Pay,Female,AB345NU,AB34,Scotland,UK,25,Aberdeen City,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-8928089,2016,Adult,25,I Will Pay,Female,AB355XQ,AB35,Scotland,UK,25,Edinburgh Thistle,,1,1,Glenalmond College,1,,,,,,,,,,,,,,,,,,
IMP-8927393,2016,Adult,25,My Club Will Pay,Female,EH111LN,EH11,Scotland,UK,29,Edinburgh Capital,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-8915241,2016,Adult,25,My Club Will Pay,Female,EH112TP,EH11,Scotland,UK,34,Edinburgh Capital,,1,1,,1,1,1,,1,,,,,2010-2011,,,,,,,,,
IMP-8948772,2016,Adult,25,I Will Pay,Female,EH126DF,EH12,Scotland,UK,25,Edinburgh Thistle,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-8936861,2016,Adult,25,My Club Will Pay,Female,EH126DQ,EH12,Scotland,UK,25,Edinburgh Capital,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-8926491,2016,Adult,25,My Club Will Pay,Female,EH130QE,EH13,Scotland,UK,25,Edinburgh Capital,,1,1,,1,,,,,,,,,,,,2015-2016,,,,,,
IMP-8924408,2016,Adult,25,My Club Will Pay,Female,EH13OPU,EH13,Scotland,UK,34,Edinburgh Capital,,1,1,,1,1,,,,,,,,,,,,,,,,,
IMP-8921471,2016,Adult,25,My Club Will Pay,Female,EH152BA,EH15,Scotland,UK,38,Edinburgh Capital,,1,1,,1,1,,,,,,,,,,,,,,,,,2015-2016
IMP-8948295,2016,Adult,25,I Will Pay,Female,EH181NB,EH18,Scotland,UK,25,Edinburgh Thistle,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-8903881,2016,Adult,25,I Will Pay,Female,EH216EL,EH21,Scotland,UK,24,Edinburgh Thistle,,1,1,,1,,,,,,,,,2015-2016,,,,,,,,,
IMP-9058578,2016,Adult,25,I Will Pay,Female,EH218QD,EH21,Scotland,UK,27,Edinburgh Thistle,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-9006177,2016,Adult,25,My Club Will Pay,Female,EH21EA,EH21,Scotland,UK,26,Edinburgh Capital,,1,1,,1,,,,,,,,,2015-2016,,,,,,,,,2015-2016
IMP-8924591,2016,Adult,25,My Club Will Pay,Female,EH222ED,EH22,Scotland,UK,34,Edinburgh Thistle,,1,1,,1,1,1,,1,,,,,2010-2011,2013-2014,,,,,,,,
IMP-8928596,2016,Adult,25,My Club Will Pay,Female,EH299AD,EH29,Scotland,UK,24,Edinburgh Capital,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-9118358,2016,Adult,25,I Will Pay,Female,EH35EH,EH35,Scotland,UK,37,Edinburgh Thistle,,1,1,,,,1,,1,,,,,2015-2016,,,,,,,,,
IMP-8927098,2016,Adult,25,My Club Will Pay,Female,EH35QP,EH35,Scotland,UK,29,Edinburgh Capital,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-8903870,2016,Adult,25,My Club Will Pay,Female,EH37BD,EH37,Scotland,UK,26,Edinburgh Capital,,1,1,,1,1,,,,,,,,,,,,,,,,,
IMP-8924530,2016,Adult,25,My Club Will Pay,Female,EH41HY,EH41,Scotland,UK,29,Edinburgh Capital,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-8965725,2016,Adult,25,I Will Pay,Female,EH421RG,EH42,Scotland,UK,39,Edinburgh Thistle,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-8928118,2016,Adult,25,My Club Will Pay,Female,EH52FA,EH52,Scotland,UK,33,Edinburgh Capital,,1,1,,1,1,,,,,,,,,,,,,2015-2016,,,,2015-2016
IMP-8925031,2016,Adult,25,My Club Will Pay,Female,EH67EL,EH67,Scotland,UK,28,Edinburgh Capital,,1,1,"St Leonards School, St Andrews",1,,,,,,,,,,,,,,,,,,
IMP-8930114,2016,Adult,25,My Club Will Pay,Female,EH68NZ,EH68,Scotland,UK,25,Edinburgh Capital,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-8926307,2016,Adult,25,My Club Will Pay,Female,EH74BU,EH74,Scotland,UK,28,Edinburgh Capital,,1,1,,1,,,,,,,,,,,,2011-2012,,,,,,
IMP-9066243,2016,Adult,25,I Will Pay,Female,EH75EE,EH75,Scotland,UK,32,Edinburgh Capital,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-8897123,2016,Adult,25,I Will Pay,Female,EH91LU,EH91,Scotland,UK,32,Edinburgh Thistle,,1,1,,1,1,1,,1,,,,,2015-2016,,,,,,,,,
IMP-8899003,2016,Adult,25,I Will Pay,Male,M239GX,M239,England,UK,37,Other,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8899692,2016,Adult,25,My Club Will Pay,Male,G431RQ,G43,Scotland,UK,28,Glasgow City,1,,1,,1,,,,,2010-2011,,,,,,,,,,,,,2014-2015
IMP-8899833,2016,Adult,25,I Will Pay,Male,EH64PN,EH64,Scotland,UK,37,Edinburgh City,1,,1,,1,1,1,1,,,2013-2014,2014-2015,,,,,,,,,,,
IMP-8925302,2016,Adult,25,I Will Pay,Female,FK53LZ,FK53,Scotland,UK,23,Other,,1,1,,,,,,,,,,,,,,,,,,,,
IMP-8907259,2016,Adult,25,I Will Pay,Male,EH75FX,EH75,Scotland,UK,32,Edinburgh City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8915967,2016,Adult,25,My Club Will Pay,Male,EH41DT,EH41,Scotland,UK,40,Edinburgh Capital,,1,1,,1,1,,,,,,,,,,,,,,,,,
IMP-8916068,2016,Adult,25,I Will Pay,Male,EH496QH,EH49,Scotland,UK,31,Edinburgh City,1,,1,,1,1,,,,,,,,,,,,,,,,,
IMP-8921852,2016,Adult,25,I Will Pay,Male,KY30RL,KY30,Scotland,UK,37,Edinburgh City,1,,1,,1,,1,1,,2010-2011,,,,,,,2010-2011,,,,,,
IMP-8923346,2016,Adult,25,I Will Pay,Male,EH104HX,EH10,Scotland,UK,28,Edinburgh City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8920403,2016,Adult,25,I Will Pay,Female,FK94DJ,FK94,Scotland,UK,24,Other,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-8925088,2016,Adult,25,I Will Pay,Male,EH260NB,EH26,Scotland,UK,28,Edinburgh City,1,,1,,1,1,,,,2012-2013,,,,,,,,,,,,,
IMP-8925178,2016,Adult,25,My Club Will Pay,Male,G414BN,G41,Scotland,UK,36,Glasgow City,1,,1,,,1,1,1,,2010-2011,,,,,,,,,,,,,
IMP-8925417,2016,Adult,25,I Will Pay,Male,G674HU,G67,Scotland,UK,30,Glasgow City,1,,1,,1,1,,,,,,,,,,,2015-2016,,,,,,2015-2016
IMP-8925695,2016,Adult,25,I Will Pay,Male,EH105LB,EH10,Scotland,UK,37,Edinburgh City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8927191,2016,Adult,25,I Will Pay,Male,EH217QZ,EH21,Scotland,UK,28,Edinburgh City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8927830,2016,Adult,25,My Club Will Pay,Male,EH112EN,EH11,Scotland,UK,34,Edinburgh Capital,,1,1,,1,,1,1,,,,,,2014-2015,,,,,,,,,
IMP-8968069,2016,Adult,25,I Will Pay,Female,G128PT,G12,Scotland,UK,27,Other,,1,1,,1,1,,,,,,,,2014-2015,,,,,,,,,
IMP-8928010,2016,Adult,25,I Will Pay,Male,G120HH,G12,Scotland,UK,28,Glasgow City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8969783,2016,Adult,25,I Will Pay,Female,G149HL,G14,Scotland,UK,30,Glasgow City,,1,1,,1,,,,,,,,,,,,,,,,,,2015-2016
IMP-8928411,2016,Adult,25,I Will Pay,Male,G744FE,G74,Scotland,UK,22,Glasgow City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8928563,2016,Adult,25,I Will Pay,Male,G128RQ,G12,Scotland,UK,30,Glasgow City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8928729,2016,Adult,25,I Will Pay,Male,G207XL,G20,Scotland,UK,29,Glasgow City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8928855,2016,Adult,25,I Will Pay,Male,G200SN,G20,Scotland,UK,28,Glasgow City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8929225,2016,Adult,25,I Will Pay,Male,EH165QA,EH16,Scotland,UK,30,Edinburgh City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8929253,2016,Adult,25,I Will Pay,Male,G206AF,G20,Scotland,UK,25,Glasgow City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8929440,2016,Adult,25,I Will Pay,Male,G23JD,G23,Scotland,UK,25,Glasgow City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8940745,2016,Adult,25,I Will Pay,Female,G331RL,G33,Scotland,UK,28,Edinburgh Thistle,,1,1,,1,,,,,,,,,,,,2010-2011,,,,,,
IMP-8929676,2016,Adult,25,I Will Pay,Male,AB252TA,AB25,Scotland,UK,34,Robert Gordon University,1,,1,,1,1,1,1,,2011-2012,,,,,,,2011-2012,,2014-2015,,,,2015-2016
IMP-8930093,2016,Adult,25,I Will Pay,Male,EH89PJ,EH89,Scotland,UK,30,Edinburgh City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8930132,2016,Adult,25,I Will Pay,Male,EH42RW,EH42,Scotland,UK,48,Edinburgh City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8930176,2016,Adult,25,I Will Pay,Male,EH288SG,EH28,Scotland,UK,31,Edinburgh City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8932177,2016,Adult,25,I Will Pay,Male,G115EB,G11,Scotland,UK,28,Glasgow University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8930270,2016,Adult,25,I Will Pay,Female,G612AH,G61,Scotland,UK,39,Edinburgh Thistle,,1,1,,1,,1,,1,,,,,2010-2011,,,2010-2011,,,,,,
IMP-8934038,2016,Adult,25,I Will Pay,Male,EH113QQ,EH11,Scotland,UK,30,Edinburgh City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8934173,2016,Adult,25,I Will Pay,Male,EH47RT,EH47,Scotland,UK,25,Edinburgh City,1,,1,,1,,1,1,,2015-2016,,,,,,,,,,,,,
IMP-8935267,2016,Adult,25,I Will Pay,Male,KY118XP,KY11,Scotland,UK,29,Edinburgh City,1,,1,,1,,,,,2011-2012,,,,,,,,,,,,,
IMP-8936951,2016,Adult,25,I Will Pay,Male,EH36BJ,EH36,Scotland,UK,26,Edinburgh City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8940801,2016,Adult,25,I Will Pay,Female,G776RR,G77,Scotland,UK,46,Edinburgh Thistle,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-8938514,2016,Adult,25,I Will Pay,Male,KY30SJ,KY30,Scotland,UK,29,Edinburgh City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8938942,2016,Adult,25,I Will Pay,Male,AB252QX,AB25,Scotland,UK,25,Robert Gordon University,1,,1,,1,1,,,,,,,,,,,,,,,,,
IMP-8939013,2016,Adult,25,I Will Pay,Male,AB252XT,AB25,Scotland,UK,29,Aberdeen City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8939978,2016,Adult,25,I Will Pay,Male,G732HY,G73,Scotland,UK,28,Glasgow City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8941988,2016,Adult,25,I Will Pay,Male,EH112AT,EH11,Scotland,UK,26,Edinburgh Thistle,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8942308,2016,Adult,25,I Will Pay,Male,EH91BJ,EH91,Scotland,UK,29,Edinburgh City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8947099,2016,Adult,25,I Will Pay,Male,KY157QA,KY15,Scotland,UK,25,Other,,1,1,,,,,,,,,,,2013-2014,,,,,,,,,
IMP-8947265,2016,Adult,25,I Will Pay,Male,G775FN,G77,Scotland,UK,25,Other,1,,1,,1,,,,,2011-2012,,,,,,,,,,,,,
IMP-8925290,2016,Adult,25,I Will Pay,Female,KY103TU,KY10,Scotland,UK,24,Edinburgh Thistle,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-8949521,2016,Adult,25,I Will Pay,Male,AB393QL,AB39,Scotland,UK,59,Aberdeen City,1,,1,,1,1,1,1,,,,2010-2011,,,,,2010-2011,,,,,,
IMP-9057105,2016,Adult,25,I Will Pay,Female,KY154PY,KY15,Scotland,UK,25,Glasgow City,,1,1,,1,,,,,,,,,,2015-2016,,,,,,,,
IMP-8969013,2016,Adult,25,I Will Pay,Male,WA42PS,WA4,England,UK,31,Other,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8969546,2016,Adult,25,I Will Pay,Male,7760,,USA,USA / Canada,27,Other,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8973178,2016,Adult,25,I Will Pay,Male,G128PR,G12,Scotland,UK,26,Other,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8974988,2016,Adult,25,My Club Will Pay,Male,TD152AA,TD15,England,UK,42,Edinburgh Capital,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8979197,2016,Adult,25,I Will Pay,Male,SW178DS,SW1,England,UK,29,Other,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-9049396,2016,Adult,25,I Will Pay,Male,FY78HR,FY78,England,UK,25,Other,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-9057099,2016,Adult,25,I Will Pay,Male,G157YG,G15,Scotland,UK,21,Glasgow City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-9057305,2016,Adult,25,My Club Will Pay,Male,DD22BG,DD22,scotland,UK,31,Dundee University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-9061053,2016,Adult,25,I Will Pay,Male,PA58UG,PA58,Scotland,UK,35,Aberdeen City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-9061879,2016,Adult,25,I Will Pay,Male,EH111AN,EH11,Scotland,UK,28,Edinburgh Thistle,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-9071350,2016,Adult,25,I Will Pay,Male,SW128PW,SW1,England,UK,25,Other,1,,1,College of Wooster (USA),1,,,,,,,,,,,,,,,,,,
IMP-9075762,2016,Adult,25,I Will Pay,Male,V3L5J5,,Canada,USA / Canada,28,Other,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-9083519,2016,Adult,25,I Will Pay,Male,E33HN,E33H,England,UK,30,Other,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-9087487,2016,Adult,25,I Will Pay,Male,EH36JN,EH36,Scotland,UK,25,Edinburgh City,1,,1,,1,,,,,2013-2014,,,,,,,,2014-2015,,,,,
IMP-9114313,2016,Adult,25,I Will Pay,Male,AB252YH,AB25,Scotland,UK,30,Robert Gordon University,1,,1,,1,,,,,,,,,,,,2012-2013,,,,,,2015-2016
IMP-9119889,2016,Adult,25,I Will Pay,Male,6897,,USA,USA / Canada,36,Other,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-9127749,2016,Adult,25,I Will Pay,Male,W42HE,W4,England,UK,27,Other,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-9207529,2016,Adult,25,I Will Pay,Male,V9L5M1,,Canada,USA / Canada,30,Other,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-9228548,2016,Adult,25,I Will Pay,Male,G120PZ,G12,Scotland,UK,29,Other,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-9318393,2016,Adult,25,I Will Pay,Male,7719,,USA,USA / Canada,26,Other,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-9392721,2016,Adult,25,I Will Pay,Male,EH74GE,EH74,Scotland,UK,30,Edinburgh City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8907312,2016,Adult,25,I Will Pay,Female,SW170AJ,SW1,England,UK,34,Other,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-8919947,2016,Adult,25,My Club Will Pay,Female,TD26SA,TD2,Scotland,UK,24,Edinburgh Thistle,,1,1,,1,,1,,1,,,,,2013-2014,,,,,,,,,
IMP-9075505,2016,Adult,25,I Will Pay,Female,TD36JU,TD3,Scotland,UK,26,Edinburgh Thistle,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-8987757,2016,Adult,25,My Club Will Pay,Female,TN197HJ,TN19,England,UK,29,Other,,1,1,,1,,,,,,,,,,2013-2014,,,,,,,,
IMP-8927917,2016,Adult,25,My Club Will Pay,Female,TW11PZ,TW1,England,UK,21,Glasgow University,,1,1,,1,,,,,,,,,2013-2014,,,2014-2015,,,,,,
IMP-8897268,2016,Adult,25,I Will Pay,Female,TW25TQ,TW2,England,UK,32,Other,,1,1,,1,,,,,,,,,,,,,,,,,,2015-2016
IMP-8941906,2016,Adult,25,I Will Pay,Female,WA167AL,WA16,England,UK,27,Other,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-9080219,2016,Alumni,10,I Will Pay,Female,BH243JU,BH24,England,UK,37,Other,,1,1,,,,,,,,,,,,,,,,,,,,
IMP-8906677,2016,Alumni,10,I Will Pay,Female,G775HT,G77,Scotland,UK,56,Glasgow City,,1,1,,,,,,,,,,,,,,,,,,,,
IMP-9118367,2016,Alumni,10,I Will Pay,Male,EH35EH,EH35,Scotland,UK,38,Edinburgh Thistle,1,,1,,,,,,,,,,,,,,,,,,,,
IMP-8947560,2016,Junior,15,I Will Pay,Female,10024,,USA,USA / Canada,20,Other,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-8924445,2016,Junior,15,I Will Pay,Female,AB158DS,AB15,Scotland,UK,17,Aberdeen City,,1,1,Hazlehead Academy,1,,,,,,,,,,,,,,,,,,
IMP-8915312,2016,Junior,15,I Will Pay,Female,AL38BD,AL38,England,UK,16,School,,1,1,St Georges School Harependen,1,,,,,,,,,,,,,,,,,,
IMP-8936321,2016,Junior,15,I Will Pay,Female,AL49XJ,AL49,England,UK,17,School,,1,1,St Albans High School,1,,,,,,,,,,,,,,,,,,
IMP-8933487,2016,Junior,15,I Will Pay,Female,CW109EU,CW10,England,UK,20,Other,,1,1,,,,,,,,,,,,,,2015-2016,,,,,,
IMP-8917517,2016,Junior,15,I Will Pay,Female,DD115SD,DD11,Scotland,UK,19,Other,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-8916916,2016,Junior,15,I Will Pay,Female,DD51RX,DD51,Scotland,UK,20,Other,,1,1,,,,,,,,,,,,,,,,,,,,
IMP-8937711,2016,Junior,15,I Will Pay,Female,DG98TD,DG98,Scotland,UK,19,School,,1,1,"Fettes College, Edinburgh",1,,,,,,,,,,,,,,,,,,
IMP-8982853,2016,Junior,15,I Will Pay,Female,EH104AH,EH10,Scotland,UK,17,School,,1,1,"Fettes College, Edinburgh",,,,,,,,,,,,,,,,,,,
IMP-8943876,2016,Junior,15,I Will Pay,Female,EH106BJ,EH10,Scotland,UK,14,School,,1,1,"St George's School for Girls, Edinburgh",1,,,,,,,,,,,,,,,,,,
IMP-8943803,2016,Junior,15,My Club Will Pay,Female,EH126DZ,EH12,Scotland,UK,18,Edinburgh Thistle,,1,1,"St George's School for Girls, Edinburgh",1,,,,,,,,,,,,,,,,,,
IMP-8947798,2016,Junior,15,I Will Pay,Female,EH130JL,EH13,Scotland,UK,16,School,,1,1,"St George's School for Girls, Edinburgh",,,,,,,,,,,,,,,,,,,
IMP-8947200,2016,Junior,15,I Will Pay,Female,EH130PU,EH13,Scotland,UK,17,School,,1,1,"St George's School for Girls, Edinburgh",1,,,,,,,,,,,,,,,,,,
IMP-8927189,2016,Junior,15,I Will Pay,Female,EH181AU,EH18,Scotland,UK,19,Edinburgh Thistle,,1,1,"St George's School for Girls, Edinburgh",,,,,,,,,,,,,,,,,,,
IMP-8903893,2016,Junior,15,I Will Pay,Female,EH209SZ,EH20,Scotland,UK,17,Edinburgh Capital,,1,1,Loretto,1,,,,,,,,,,,,,,,,,,
IMP-9144524,2016,Junior,15,I Will Pay,Female,EH217TQ,EH21,Scotland,UK,16,School,,1,1,Loretto,1,,,,,,,,,,,,,,,,,,
IMP-8917050,2016,Junior,15,I Will Pay,Female,EH312BD,EH31,Scotland,UK,16,Edinburgh Capital,,1,1,Loretto,1,,,,,,,,,,,,,,,,,,
IMP-8949647,2016,Junior,15,I Will Pay,Female,EH345BE,EH34,Scotland,UK,16,School,,1,1,Loretto,1,,,,,,,,,,,,,,,,,,
IMP-8970741,2016,Junior,15,I Will Pay,Female,EH355NN,EH35,Scotland,UK,18,School,,1,1,Loretto,,,,,,,,,,,,,,,,,,,
IMP-8926370,2016,Junior,15,I Will Pay,Female,EH35BQ,EH35,Scotland,UK,20,Other,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-8984235,2016,Junior,15,I Will Pay,Female,EH36JD,EH36,Scotland,UK,17,School,,1,1,Glenalmond College,1,,,,,,,,,,,,,,,,,,
IMP-8917632,2016,Junior,15,I Will Pay,Female,EH36QE,EH36,Scotland,UK,19,Other,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-8917084,2016,Junior,15,I Will Pay,Female,EH37TP,EH37,Scotland,UK,18,School,,1,1,"Fettes College, Edinburgh",1,,,,,,,,,,,,,,,,,,
IMP-8950667,2016,Junior,15,I Will Pay,Female,EH394LZ,EH39,Scotland,UK,16,School,,1,1,Loretto,1,,,,,,,,,,,,,,,,,,
IMP-8923619,2016,Junior,15,I Will Pay,Female,EH403DY,EH40,Scotland,UK,Not provided,School,,1,1,Glenalmond College,,,,,,,,,,,,,,,,,,,
IMP-8947069,2016,Junior,15,I Will Pay,Female,EH413SS,EH41,Scotland,UK,15,School,,1,1,Loretto,,,,,,,,,,,,,,,,,,,
IMP-8938997,2016,Junior,15,I Will Pay,Female,EH414BZ,EH41,Scotland,UK,16,School,,1,1,Loretto,1,,,,,,,,,,,,,,,,,,
IMP-8943372,2016,Junior,15,I Will Pay,Female,EH414JN,EH41,Scotland,UK,15,School,,1,1,Loretto,,,,,,,,,,,,,,,,,,,
IMP-8950492,2016,Junior,15,I Will Pay,Female,EH414JS,EH41,Scotland,UK,16,School,,1,1,Loretto,,,,,,,,,,,,,,,,,,,
IMP-8987433,2016,Junior,15,I Will Pay,Female,EH414PJ,EH41,Scotland,UK,17,School,,1,1,"Fettes College, Edinburgh",,,,,,,,,,,,,,,,,,,
IMP-8946233,2016,Junior,15,I Will Pay,Female,EH41AT,EH41,Scotland,UK,16,School,,1,1,"St George's School for Girls, Edinburgh",1,,,,,,,,,,,,,,,,,,
IMP-8923662,2016,Junior,15,I Will Pay,Female,EH41QH,EH41,Scotland,UK,18,School,,1,1,"Fettes College, Edinburgh",,,,,,,,,,,,,,,,,,,
IMP-8917402,2016,Junior,15,I Will Pay,Female,EH41QX,EH41,Scotland,UK,17,School,,1,1,"Fettes College, Edinburgh",,,,,,,,,,,,,,,,,,,
IMP-8950040,2016,Junior,15,I Will Pay,Female,EH42LX,EH42,Scotland,UK,19,School,,1,1,"Fettes College, Edinburgh",,,,,,,,,,,,,,,,,,,
IMP-8949175,2016,Junior,15,I Will Pay,Female,EH43AQ,EH43,Scotland,UK,17,School,,1,1,"Fettes College, Edinburgh",,,,,,,,,,,,,,,,,,,
IMP-8945772,2016,Junior,15,I Will Pay,Female,EH43DX,EH43,Scotland,UK,17,School,,1,1,"St George's School for Girls, Edinburgh",,,,,,,,,,,,,,,,,,,
IMP-8899545,2016,Junior,15,I Will Pay,Female,EH467AZ,EH46,Scotland,UK,15,School,,1,1,Loretto,1,,,,,,,,,,,,,,,,,,
IMP-9087092,2016,Junior,15,I Will Pay,Female,EH46AF,EH46,Scotland,UK,16,School,,1,1,Glenalmond College,1,,,,,,,,,,,,,,,,,,
IMP-8949914,2016,Junior,15,I Will Pay,Female,EH53LX,EH53,Scotland,UK,17,School,,1,1,"Fettes College, Edinburgh",1,,,,,,,,,,,,,,,,,,
IMP-8940023,2016,Junior,15,I Will Pay,Female,EH74JP,EH74,Scotland,UK,17,School,,1,1,Glenalmond College,1,,,,,,,,,,,,,,,,,,
IMP-8927284,2016,Junior,15,I Will Pay,Female,EH92BA,EH92,Scotland,UK,19,School,,1,1,Loretto,1,,,,,,,,,,,,,,,,,,
IMP-8982831,2016,Junior,15,I Will Pay,Female,EH92NX,EH92,Scotland,UK,18,Edinburgh Thistle,,1,1,St Thomas of Aquins,1,,,,,,,,,,,,,,,,,,
IMP-8949881,2016,Junior,15,I Will Pay,Female,FK103PY,FK10,Scotland,UK,18,School,,1,1,"Fettes College, Edinburgh",,,,,,,,,,,,,,,,,,,
IMP-8899714,2016,Junior,15,I Will Pay,Male,M333RH,M333,England,UK,20,Other,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8915466,2016,Junior,15,I Will Pay,Male,SK94AL,SK9,England,UK,17,School,1,,1,Wlimslow High School,1,,,,,,,,,,,,,,,,,,
IMP-8925071,2016,Junior,15,I Will Pay,Male,EH91NR,EH91,Scotland,UK,19,Edinburgh City,1,,1,James Gillespies,1,,,,,,,,,,,,,,,,,,
IMP-8927593,2016,Junior,15,My Club Will Pay,Male,G207SE,G20,Scotland,UK,23,Glasgow University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMP-8933867,2016,Junior,15,I Will Pay,Male,SK94DZ,SK9,England,UK,20,Other,1,,1,,1,1,,,,,,,,,,,,,,,,,
IMP-8936935,2016,Junior,15,I Will Pay,Female,GU358DU,GU35,England,UK,19,Other,,1,1,,1,,,,,,,,,,,,,,,,,,
IMP-8947424,2016,Junior,15,I Will Pay,Female,GU513AR,GU51,England,UK,17,School,,1,1,Glenalmond College,1,,,,,,,,,,,,,,,,,,
IMP-9080175,2016,Junior,15,I Will Pay,Female,KY154NZ,KY15,Scotland,UK,17,School,,1,1,Wycombe Abbey School,1,,,,,,,,,,,,,,,,,,
IMP-8937054,2016,Junior,15,I Will Pay,Female,KY168PT,KY16,Scotland,UK,18,School,,1,1,"Fettes College, Edinburgh",1,,,,,,,,,,,,,,,,,,
