source_id,year,mem_type,mem_fee,paid_by,gender,postal_code,pc1,country,area,age,club,men_section,women_mixed_section,sectiontotal,school,player,coach,official,referee,umpire,ref_l1,ref_l2,ref_l3,ref_l4,ump_l2,ump_l3,ump_l4,ukcc_l1,ukcc_l2,pcs,scs,ish_1,ish_2,first_aid
IMF17-9440990,2017,Student,18,My Club Will Pay,Female,DD15NA,DD15,Scotland,UK,Not provided,Dundee University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9441177,2017,Student,18,My Club Will Pay,Female,DD15NB,DD15,Scotland,UK,21,Dundee University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9441005,2017,Student,18,My Club Will Pay,Female,DD15NN,DD15,Scotland,UK,25,Dundee University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9443896,2017,Student,18,My Club Will Pay,Female,DD15RW,DD15,Scotland,UK,19,Dundee University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9451217,2017,Student,18,My Club Will Pay,Male,G750TY,G75,Scotland,UK,Not provided,Glasgow University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9443903,2017,Student,18,My Club Will Pay,Female,DD21DN,DD21,Scotland,UK,21,Dundee University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9441024,2017,Student,18,My Club Will Pay,Female,DD21EN,DD21,Scotland,UK,22,Dundee University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9441071,2017,Student,18,My Club Will Pay,Female,DD21GY,DD21,Scotland,UK,22,Dundee University,,1,1,,1,,,,,,,,,,,,2015-2016,,,,,,
IMF17-9441055,2017,Student,18,My Club Will Pay,Female,DD21HL,DD21,Scotland,UK,21,Dundee University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9451846,2017,Student,18,I Will Pay,Male,L1G2M9,,Canada,USA / Canada,23,Other,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9442093,2017,Student,18,My Club Will Pay,Female,DD21XB,DD21,Scotland,UK,26,Dundee University,,1,1,,1,,1,,1,,,,,2015-2016,,,,,,,,,
IMF17-9451947,2017,Student,18,I Will Pay,Male,FK95NX,FK95,Scotland,UK,22,Stirling University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9441037,2017,Student,18,My Club Will Pay,Female,DD36DA,DD36,Scotland,UK,21,Dundee University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9531055,2017,Student,18,I Will Pay,Female,DD68LZ,DD68,Scotland,UK,21,Robert Gordon University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9531241,2017,Student,18,I Will Pay,Female,DD97QW,DD97,Scotland,UK,21,Robert Gordon University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9455741,2017,Student,18,I Will Pay,Female,DG109RR,DG10,Scotland,UK,21,Aberdeen University,,1,1,,1,,,,,,,,,2016-2017,,,,,,,,,
IMF17-9467942,2017,Student,18,My Club Will Pay,Female,DH78DS,DH78,Scotland,UK,20,Glasgow University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9458417,2017,Student,18,I Will Pay,Male,FK81DU,FK81,Scotland,UK,24,Stirling University,1,,1,,1,,1,1,,2015-2016,,,,,,,,,,,,,
IMF17-9439766,2017,Student,18,My Club Will Pay,Female,DL22QE,DL22,Scotland,UK,25,Edinburgh Capital,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9458550,2017,Student,18,I Will Pay,Male,FK94NN,FK94,Scotland,UK,22,Stirling University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9458901,2017,Student,18,My Club Will Pay,Male,AB159QN,AB15,Scotland,UK,19,Edinburgh University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9458973,2017,Student,18,My Club Will Pay,Male,EH88BA,EH88,Scotland,UK,32,Edinburgh University,1,,1,,1,1,,,,,,,,,,,2015-2016,2016-2017,2016-2017,2016-2017,,,2016-2017
IMF17-9459019,2017,Student,18,My Club Will Pay,Male,EH104DE,EH10,Scotland,UK,22,Edinburgh University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9459278,2017,Student,18,My Club Will Pay,Male,EH89PS,EH89,Scotland,UK,22,Edinburgh University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9459401,2017,Student,18,My Club Will Pay,Male,EH75FL,EH75,Scotland,UK,19,Edinburgh University,1,,1,,1,,,,,2014-2015,2016-2017,,,,,,,,,,,,
IMF17-9460028,2017,Student,18,My Club Will Pay,Male,EH111AS,EH11,Scotland,UK,24,Edinburgh University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9460030,2017,Student,18,My Club Will Pay,Male,G23LX,G23,Scotland,UK,22,Strathclyde University,1,,1,,1,,1,1,,2016-2017,,,,,,,,,,,,,
IMF17-9460220,2017,Student,18,My Club Will Pay,Male,G402DU,G40,Scotland,UK,23,Strathclyde University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9449704,2017,Student,18,My Club Will Pay,Female,EH104HP,EH10,Scotland,UK,20,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9460586,2017,Student,18,My Club Will Pay,Male,PH29AG,PH29,Scotland,UK,27,Strathclyde University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9460606,2017,Student,18,My Club Will Pay,Male,G37UE,G37,Scotland,UK,22,Strathclyde University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9450838,2017,Student,18,My Club Will Pay,Female,EH104NJ,EH10,Scotland,UK,Not provided,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9460705,2017,Student,18,I Will Pay,Male,G775BA,G77,Scotland,UK,22,Glasgow City,1,,1,,1,,1,1,,2015-2016,,,,,,,2015-2016,2016-2017,,2016-2017,,,2016-2017
IMF17-9461132,2017,Student,18,I Will Pay,Male,EH394NR,EH39,Scotland,UK,22,Other,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9461200,2017,Student,18,My Club Will Pay,Male,G38RY,G38,Scotland,UK,24,Glasgow University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9461744,2017,Student,18,My Club Will Pay,Male,KY168SQ,KY16,Scotland,UK,23,Strathclyde University,1,,1,,1,1,,,,2015-2016,,,,,,,2016-2017,,,,,,
IMF17-9449550,2017,Student,18,My Club Will Pay,Female,EH106AG,EH10,Scotland,UK,25,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9461790,2017,Student,18,I Will Pay,Male,FK81NX,FK81,Scotland,UK,23,Stirling University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9462753,2017,Student,18,I Will Pay,Male,V1Y6T1,,Canada,USA / Canada,29,Other,1,,1,,,,,,,,,,,,,,,,,,,,
IMF17-9463486,2017,Student,18,I Will Pay,Male,SK94AL,SK9,England,UK,18,School,1,,1,Wlimslow High School,1,,,,,,,,,,,,,,,,,,
IMF17-9464831,2017,Student,18,I Will Pay,Male,92110,,USA,USA / Canada,21,Other,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9449465,2017,Student,18,My Club Will Pay,Female,EH11JH,EH11,Scotland,UK,22,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9450135,2017,Student,18,My Club Will Pay,Female,EH11LY,EH11,Scotland,UK,21,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9437772,2017,Student,18,I Will Pay,Female,EH125LY,EH12,Scotland,UK,20,Edinburgh Thistle,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9474611,2017,Student,18,I Will Pay,Male,AB251LE,AB25,Scotland,UK,22,Robert Gordon University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9475128,2017,Student,18,I Will Pay,Male,AB107DS,AB10,Scotland,UK,25,Robert Gordon University,1,,1,,,,,,,,,,,,,,,,,,,,
IMF17-9475890,2017,Student,18,My Club Will Pay,Male,G128BS,G12,Scotland,UK,20,Glasgow University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9447842,2017,Student,18,My Club Will Pay,Female,EH125QP,EH12,Scotland,UK,22,Glasgow University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9481020,2017,Student,18,My Club Will Pay,Male,EH128DJ,EH12,Scotland,UK,24,Strathclyde University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9481276,2017,Student,18,I Will Pay,Male,AB124TD,AB12,Scotland,UK,24,Robert Gordon University,1,,1,,1,1,,,,,,,,,,,,,,,,,
IMF17-9481510,2017,Student,18,My Club Will Pay,Male,G37TZ,G37,Scotland,UK,22,Glasgow University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9453411,2017,Student,18,I Will Pay,Female,EH126DF,EH12,Scotland,UK,25,Edinburgh Thistle,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9485219,2017,Student,18,I Will Pay,Male,G401AD,G40,Scotland,UK,21,Glasgow City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9447614,2017,Student,18,My Club Will Pay,Female,EH126DQ,EH12,Scotland,UK,22,St Andrews University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9488684,2017,Student,18,I Will Pay,Male,AB116TA,AB11,Scotland,UK,24,Robert Gordon University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9489627,2017,Student,18,I Will Pay,Male,G614HA,G61,Scotland,UK,23,Glasgow City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9491855,2017,Student,18,I Will Pay,Male,FK81DN,FK81,Scotland,UK,22,Stirling University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9504103,2017,Student,18,I Will Pay,Male,KY169EU,KY16,Scotland,UK,Not provided,St Andrews University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9504108,2017,Student,18,I Will Pay,Male,KY169XD,KY16,Scotland,UK,21,St Andrews University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9504248,2017,Student,18,I Will Pay,Male,KY169HT,KY16,Scotland,UK,20,St Andrews University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9448109,2017,Student,18,I Will Pay,Female,EH130QA,EH13,Scotland,UK,19,Stirling University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9507089,2017,Student,18,I Will Pay,Male,KY169AQ,KY16,Scotland,UK,23,St Andrews University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9507137,2017,Student,18,I Will Pay,Male,AB243DH,AB24,Scotland,UK,21,Aberdeen University,1,,1,,1,1,1,1,,2016-2017,,,,,,,,,,,,,
IMF17-9507990,2017,Student,18,I Will Pay,Male,G689AS,G68,Scotland,UK,20,Robert Gordon University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9508895,2017,Student,18,I Will Pay,Male,AB241SL,AB24,Scotland,UK,20,Aberdeen University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9510865,2017,Student,18,My Club Will Pay,Male,G49EJ,G49,Scotland,UK,22,Strathclyde University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9510892,2017,Student,18,I Will Pay,Male,G415DA,G41,Scotland,UK,23,Stirling University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9512262,2017,Student,18,I Will Pay,Male,AB107LH,AB10,Scotland,UK,20,Robert Gordon University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9515110,2017,Student,18,I Will Pay,Male,AB116TP,AB11,Scotland,UK,24,Robert Gordon University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9516551,2017,Student,18,I Will Pay,Male,AB252PD,AB25,Scotland,UK,26,Robert Gordon University,1,,1,,1,,,,,2015-2016,2015-2016,,,,,,,,,,,,
IMF17-9518381,2017,Student,18,My Club Will Pay,Male,G158LF,G15,Scotland,UK,25,Strathclyde University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9522647,2017,Student,18,My Club Will Pay,Male,G40NL,G40,Scotland,UK,21,Strathclyde University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9449452,2017,Student,18,My Club Will Pay,Female,EH13PY,EH13,Scotland,UK,22,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9445401,2017,Student,18,My Club Will Pay,Female,EH141AU,EH14,Scotland,UK,23,Glasgow University,,1,1,,1,,1,,1,,,,,,,,2015-2016,,,,,,
IMF17-9467941,2017,Student,18,My Club Will Pay,Female,EH147LZ,EH14,Scotland,UK,20,Glasgow University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9450117,2017,Student,18,My Club Will Pay,Female,EH165AB,EH16,Scotland,UK,20,Edinburgh University,,1,1,,1,,,,,,,,,,,,2015-2016,,,,,,
IMF17-9450961,2017,Student,18,My Club Will Pay,Female,EH165AX,EH16,Scotland,UK,20,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9449602,2017,Student,18,My Club Will Pay,Female,EH165AY,EH16,Scotland,UK,19,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9536519,2017,Student,18,I Will Pay,Male,AB124RB,AB12,Scotland,UK,27,Aberdeen City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9571414,2017,Student,18,I Will Pay,Male,90402,,USA,USA / Canada,18,Other,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9452517,2017,Student,18,I Will Pay,Female,EH165NS,EH16,Scotland,UK,22,Aberdeen University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9607786,2017,Student,18,I Will Pay,Male,EH112LJ,EH11,Scotland,UK,29,Edinburgh City,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9449479,2017,Student,18,My Club Will Pay,Female,EH165QH,EH16,Scotland,UK,21,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9617067,2017,Student,18,I Will Pay,Male,KA92HY,KA92,Scotland,UK,22,Stirling University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9623845,2017,Student,18,I Will Pay,Male,EH309LE,EH30,Scotland,UK,24,Other,1,,1,,1,,,,,,,,,,,,,,,,,,2016-2017
IMF17-9627211,2017,Student,18,I Will Pay,Male,AB245QQ,AB24,Scotland,UK,20,Aberdeen University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9627353,2017,Student,18,I Will Pay,Male,AB241WU,AB24,Scotland,UK,20,Aberdeen University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9627668,2017,Student,18,I Will Pay,Male,AB253AZ,AB25,Scotland,UK,22,Aberdeen University,1,,1,,1,1,1,1,,2016-2017,,,,,,,2015-2016,,,,,,
IMF17-9628526,2017,Student,18,I Will Pay,Male,AB253SS,AB25,Scotland,UK,20,Aberdeen University,1,,1,,1,,,,,2016-2017,,,,,,,,,,,,,2016-2017
IMF17-9629284,2017,Student,18,I Will Pay,Male,AB315TZ,AB31,Scotland,UK,20,Aberdeen University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9631514,2017,Student,18,I Will Pay,Male,TD11TQ,TD11,Scotland,UK,21,Aberdeen University,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9714503,2017,Student,18,I Will Pay,Male,6473,,USA,USA / Canada,21,Other,1,,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9438383,2017,Student,18,I Will Pay,Female,EH223DN,EH22,Scotland,UK,21,Stirling University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9449533,2017,Student,18,My Club Will Pay,Female,EH22EN,EH22,Scotland,UK,22,Edinburgh University,,1,1,,1,,,,,,,,,,,,2015-2016,,,,,,
IMF17-9449654,2017,Student,18,My Club Will Pay,Female,EH23LU,EH23,Scotland,UK,23,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9458527,2017,Student,18,My Club Will Pay,Female,EH260NH,EH26,Scotland,UK,21,St Andrews University,,1,1,"St George's School for Girls, Edinburgh",1,1,,,,,,,,,,,,,,,,,
IMF17-9455595,2017,Student,18,I Will Pay,Female,EH309PP,EH30,Scotland,UK,21,Aberdeen University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9448397,2017,Student,18,I Will Pay,Female,EH312AW,EH31,Scotland,UK,22,Edinburgh Thistle,,1,1,,,,,,,,,,,,,,,,,,,,
IMF17-9442621,2017,Student,18,I Will Pay,Female,EH312AY,EH31,Scotland,UK,21,Aberdeen University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9450413,2017,Student,18,My Club Will Pay,Female,EH36LR,EH36,Scotland,UK,23,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9449493,2017,Student,18,My Club Will Pay,Female,EH36NA,EH36,Scotland,UK,22,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9449703,2017,Student,18,My Club Will Pay,Female,EH36NS,EH36,Scotland,UK,20,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9441958,2017,Student,18,My Club Will Pay,Female,EH36PD,EH36,Scotland,UK,24,Edinburgh Capital,,1,1,,1,,,,,,,,,2014-2015,,,,,,,,,
IMF17-9438920,2017,Student,18,I Will Pay,Female,EH36PH,EH36,Scotland,UK,21,Aberdeen City,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9444804,2017,Student,18,My Club Will Pay,Female,EH37QJ,EH37,Scotland,UK,20,Glasgow University,,1,1,,1,,,,,,,,,,,,,,,,,,2013-2014
IMF17-9445012,2017,Student,18,My Club Will Pay,Female,EH39BH,EH39,Scotland,UK,25,Edinburgh Capital,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9451779,2017,Student,18,My Club Will Pay,Female,EH39LN,EH39,Scotland,UK,25,Edinburgh University,,1,1,,1,,,,,,,,,,,,2015-2016,,,,,,
IMF17-9437750,2017,Student,18,I Will Pay,Female,EH41HR,EH41,Scotland,UK,19,Aberdeen University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9431930,2017,Student,18,My Club Will Pay,Female,EH467HB,EH46,Scotland,UK,30,Edinburgh Capital,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9440448,2017,Student,18,I Will Pay,Female,EH479EL,EH47,Scotland,UK,20,Aberdeen University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9534834,2017,Student,18,I Will Pay,Female,EH48EP,EH48,Scotland,UK,28,Robert Gordon University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9479840,2017,Student,18,My Club Will Pay,Female,EH52PS,EH52,Scotland,UK,22,Glasgow University,,1,1,,1,,,,,,,,,2010-2011,,,,,,,,,
IMF17-9440754,2017,Student,18,My Club Will Pay,Female,EH65AT,EH65,Scotland,UK,24,Edinburgh Capital,,1,1,,1,,,,,,,,,2014-2015,,,,,,,,,
IMF17-9448007,2017,Student,18,My Club Will Pay,Female,EH67BD,EH67,Scotland,UK,27,Edinburgh Capital,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9461757,2017,Student,18,I Will Pay,Female,EH74EL,EH74,Scotland,UK,24,Edinburgh Thistle,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9449474,2017,Student,18,My Club Will Pay,Female,EH74JP,EH74,Scotland,UK,22,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9450350,2017,Student,18,I Will Pay,Female,EH75JY,EH75,Scotland,UK,20,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9441445,2017,Student,18,I Will Pay,Female,EH88FF,EH88,Scotland,UK,22,Edinburgh Thistle,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9449488,2017,Student,18,My Club Will Pay,Female,EH88FQ,EH88,Scotland,UK,24,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9449426,2017,Student,18,My Club Will Pay,Female,EH89LW,EH89,Scotland,UK,27,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9449498,2017,Student,18,My Club Will Pay,Female,EH89LZ,EH89,Scotland,UK,28,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9450485,2017,Student,18,My Club Will Pay,Female,EH89PE,EH89,Scotland,UK,22,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9449516,2017,Student,18,My Club Will Pay,Female,EH89QT,EH89,Scotland,UK,22,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9450601,2017,Student,18,My Club Will Pay,Female,EH89RD,EH89,Scotland,UK,19,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9633964,2017,Student,18,My Club Will Pay,Female,EH89UG,EH89,Scotland,UK,21,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9451017,2017,Student,18,My Club Will Pay,Female,EH89UL,EH89,Scotland,UK,21,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9456051,2017,Student,18,My Club Will Pay,Female,EH91AL,EH91,Scotland,UK,21,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9450141,2017,Student,18,My Club Will Pay,Female,EH91BR,EH91,Scotland,UK,21,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9456465,2017,Student,18,My Club Will Pay,Female,EH91DF,EH91,Scotland,UK,20,Edinburgh University,,1,1,,1,,,,,,,,,2016-2017,,,,,,,,,
IMF17-9449640,2017,Student,18,My Club Will Pay,Female,EH91DS,EH91,Scotland,UK,23,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9449539,2017,Student,18,My Club Will Pay,Female,EH91DY,EH91,Scotland,UK,21,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9452424,2017,Student,18,My Club Will Pay,Female,EH91EE,EH91,Scotland,UK,22,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9451855,2017,Student,18,My Club Will Pay,Female,EH91HZ,EH91,Scotland,UK,20,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9450494,2017,Student,18,My Club Will Pay,Female,EH91JA,EH91,Scotland,UK,21,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9449467,2017,Student,18,My Club Will Pay,Female,EH91JD,EH91,Scotland,UK,24,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9449848,2017,Student,18,My Club Will Pay,Female,EH91JS,EH91,Scotland,UK,21,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9449455,2017,Student,18,My Club Will Pay,Female,EH91QE,EH91,Scotland,UK,28,Edinburgh University,,1,1,,1,,,,,,,,,,,,,2010-2011,,,,,2013-2014
IMF17-9450327,2017,Student,18,My Club Will Pay,Female,EH92AG,EH92,Scotland,UK,21,Edinburgh University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9500806,2017,Student,18,My Club Will Pay,Female,EH92BA,EH92,Scotland,UK,19,Edinburgh Capital,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9448129,2017,Student,18,I Will Pay,Female,EH92HH,EH92,Scotland,UK,20,Stirling University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9452885,2017,Student,18,I Will Pay,Female,FK104BW,FK10,Scotland,UK,20,Edinburgh Thistle,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9449012,2017,Student,18,I Will Pay,Female,FK150PD,FK15,Scotland,UK,21,Aberdeen University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9441481,2017,Student,18,I Will Pay,Female,FK28GE,FK28,Scotland,UK,24,Aberdeen University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9445761,2017,Student,18,I Will Pay,Female,FK81HH,FK81,Scotland,UK,24,Stirling University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9443906,2017,Student,18,I Will Pay,Female,FK81HN,FK81,Scotland,UK,24,Glasgow City,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9445783,2017,Student,18,I Will Pay,Female,FK81JP,FK81,Scotland,UK,21,Stirling University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9447772,2017,Student,18,I Will Pay,Female,FK81PG,FK81,Scotland,UK,21,Stirling University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9443940,2017,Student,18,I Will Pay,Female,FK81UB,FK81,Scotland,UK,22,Stirling University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9445653,2017,Student,18,I Will Pay,Female,FK81UG,FK81,Scotland,UK,22,Stirling University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9445476,2017,Student,18,I Will Pay,Female,FK94LA,FK94,Scotland,UK,20,Stirling University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9470507,2017,Student,18,I Will Pay,Female,FK94LE,FK94,Scotland,UK,19,Stirling University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9448406,2017,Student,18,I Will Pay,Female,FK94LG,FK94,Scotland,UK,20,Stirling University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9489846,2017,Student,18,I Will Pay,Female,FK94LP,FK94,Scotland,UK,19,Stirling University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9445521,2017,Student,18,My Club Will Pay,Female,G10UB,G10,Scotland,UK,22,Strathclyde University,,1,1,,1,,,,,,,,,,,,2016-2017,,,,,,2014-2015
IMF17-9466707,2017,Student,18,I Will Pay,Female,G115DY,G11,Scotland,UK,Not provided,Glasgow City,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9468786,2017,Student,18,My Club Will Pay,Female,G120BF,G12,Scotland,UK,23,Glasgow University,,1,1,,1,1,,,,,,,,,,,2016-2017,2016-2017,,2013-2014,,,2016-2017
IMF17-9483669,2017,Student,18,My Club Will Pay,Female,G120PR,G12,Scotland,UK,19,Glasgow University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9451835,2017,Student,18,My Club Will Pay,Female,G120QA,G12,Scotland,UK,22,Glasgow University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9479419,2017,Student,18,My Club Will Pay,Female,G128AF,G12,Scotland,UK,21,Glasgow University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9458248,2017,Student,18,My Club Will Pay,Female,G128AS,G12,Scotland,UK,21,Glasgow University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9530400,2017,Student,18,My Club Will Pay,Female,G128BW,G12,Scotland,UK,22,Glasgow University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9448053,2017,Student,18,My Club Will Pay,Female,G128DU,G12,Scotland,UK,21,Glasgow University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9469301,2017,Student,18,My Club Will Pay,Female,G128DZ,G12,Scotland,UK,22,Glasgow University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9446328,2017,Student,18,My Club Will Pay,Female,G128HZ,G12,Scotland,UK,21,Glasgow University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9447199,2017,Student,18,My Club Will Pay,Female,G128JA,G12,Scotland,UK,20,Glasgow University,,1,1,,1,,,,,,,,,,,,,,,,,,
IMF17-9469622,2017,Student,18,My Club Will Pay,Female,G128JE,G12,Scotland,UK,21,Glasgow University,,1,1,,1,,,,,,,,,,,,,,,,,,
